File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,MgO,Al2O3,SiO2,P2O5,S,Cl,K2O,CaO,TiO2,V,Cr,MnO,Fe2O3,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,Ba,La,Ce,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Cal Check,Ti,Mn,Fe,Sc,Br,I
260,01-01-2006 13:42,25-12-25,72,AMD_01,478,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"3,0196","16,0142","1,4808",0,"34,3512","0,4517","4,0377",0,0,"0,0071",0,0,"0,0407",0,"0,0086","0,0052","0,0007",0,"0,0029","0,0133","0,0018","0,0082",0,0,0,0,0,0,0,0,0,0,0,"0,0239",0,"0,1699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,1887","0,0606","2,4649",0,0,0
261,01-01-2006 13:46,25-12-25,73,AMD_01,479,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"1,6492","10,4068","42,4667","0,1152","0,2275","1,0299","4,8604","6,5185",0,"0,0062",0,0,0,0,"0,0130","0,0278","0,0399","0,0036",0,"0,0515","0,0227",0,"0,0103",0,0,0,0,0,"3,4668",0,0,0,0,0,"0,0878",0,0,0,0,0,0,0,0,0,0,0,0,"0,0051","0,0093",0,0,Passed,"0,1944","0,1314","0,6833",0,0,0
262,01-01-2006 13:49,25-12-25,74,AMD_01,480,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,0387","4,1039","1,6796",0,"47,0997","0,2999","0,4608",0,"0,0347",0,0,0,"0,7551","0,0119","0,0605","0,0077","0,0335","0,0016","0,0070","0,0034",0,"0,0037",0,"0,0034",0,0,0,0,0,0,"0,0453",0,0,0,0,"0,2481",0,0,0,0,0,0,0,0,0,0,"0,0169","0,0075",0,0,Passed,0,"0,0684","19,7088",0,0,0
263,01-01-2006 13:52,25-12-25,75,AMD_01,481,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,7565","9,7955","1,2105","0,3307","32,2529","0,5183","4,2355",0,"0,0218",0,0,0,"0,3394","0,0055","0,0674","0,0037","0,0508",0,"0,0046","0,0279",0,"0,0056",0,"0,0060",0,0,0,0,0,0,0,0,0,0,0,"0,1211",0,0,0,0,0,0,0,0,0,0,"0,0093","0,0065",0,0,Passed,"0,0478","0,0557","16,3776",0,0,0
264,01-01-2006 13:56,25-12-25,76,AMD_01,482,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,7780","5,0927","2,0964",0,"48,7660",0,"1,3091",0,0,0,0,0,"0,2077","0,0102","6,1429","0,0250","0,0085",0,0,"0,0182","0,0026","0,0050",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,2641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,0884","0,5233","5,8957",0,0,0
265,01-01-2006 14:02,25-12-25,77,AMD_01,483,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,4636",0,"2,7762",0,"72,7348",0,0,0,0,"0,0101",0,0,"0,1194",0,"0,5208","0,0320","0,0037",0,"0,0014","0,0095","0,0017","0,0035",0,0,0,0,0,0,0,0,0,0,0,"0,0305",0,"0,5822","0,0397",0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,"0,0419","1,4509",0,0,0
266,01-01-2006 14:07,25-12-25,78,AMD_01,484,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,7321","3,6474","1,5204","0,1250","28,3793",0,"26,5580",0,0,0,0,0,"0,0230","0,0050","0,0403","0,0245","0,0140",0,0,"0,0570","0,0097","0,0054",0,0,0,0,0,0,0,0,"0,0274",0,0,"2,0183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,4461","0,1206","3,0433",0,0,0
267,01-01-2006 14:10,25-12-25,79,AMD_01,485,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,8380","7,7274","1,4980",0,"33,4541","0,1947","15,9842",0,0,0,0,0,"0,0961","0,0033","0,0437","0,0048","0,0025",0,"0,0021","0,0068","0,0032","0,0023",0,"0,0017",0,0,0,0,0,0,0,"0,0062",0,0,0,"0,1480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,0155","0,2502","6,8150",0,0,0
268,01-01-2006 14:14,25-12-25,80,AMD_01,486,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,5374","1,3091","2,0600",0,"47,9980",0,"13,6075",0,0,0,0,0,"0,0253",0,"0,0135","0,0054","0,0030",0,0,"0,0081","0,0012","0,0015",0,"0,0014",0,0,0,"0,0049",0,0,0,0,0,0,0,"0,3039",0,0,0,0,0,0,0,0,0,0,"0,0033",0,0,0,Passed,"0,0341","0,1951","1,2969",0,0,0
269,01-01-2006 14:17,25-12-25,81,AMD_01,487,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,1096","2,6876","1,4778",0,"29,8635",0,"23,4119",0,0,0,0,0,"0,0123","0,0051","8,3606","0,0034",0,0,0,"0,0124",0,"0,0028",0,"0,0020",0,0,0,0,0,0,0,0,0,0,0,"0,1315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,0722","0,1745","1,9288",0,0,0
270,01-01-2006 14:21,25-12-25,82,AMD_01,488,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,5999","14,2027","1,4761","1,0577","35,3411","0,6938","2,7518",0,0,0,0,0,"0,0725","0,0026","0,0144","0,0075","0,0007",0,"0,0042","0,0423","0,0015","0,0119",0,0,0,0,0,0,0,0,0,0,0,"0,0891",0,"0,1215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,2874","0,0340","3,5741",0,0,0
271,01-01-2006 14:35,25-12-25,83,AMD_01,489,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,6494","4,4522","1,9151",0,"46,2119","0,1671","9,4234",0,0,0,0,0,"0,0758","0,0025","0,0117","0,0048","0,0043",0,"0,0023","0,0080","0,0038","0,0017",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,2935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,0273","0,2277","3,2949",0,0,0
272,01-01-2006 14:38,25-12-25,84,AMD_01,490,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,8112","4,6863","2,2142",0,"48,1643",0,"3,3420",0,0,"0,0057",0,0,"0,3232","0,0083","1,1639","0,0165","0,0119",0,0,"0,0284","0,0029","0,0052",0,"0,0015",0,0,0,0,0,0,0,0,0,"0,0501",0,"0,2738",0,0,0,0,0,0,0,0,0,0,"0,0047","0,0051",0,0,Passed,"0,0616","1,3986","9,3059",0,0,0
273,01-01-2006 14:42,25-12-25,85,AMD_01,491,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,0385","4,7427","2,0061","2,3021","34,3665","0,0395","7,3504",0,0,0,0,0,"0,4650","0,0163","0,0133","0,0089","0,0017",0,"0,0033","0,0248","0,0025","0,0046",0,"0,0027",0,0,0,0,0,0,0,0,0,"0,0489",0,0,0,0,0,0,0,0,0,0,0,0,"0,0152",0,0,0,Passed,0,"0,1164","22,4401",0,0,0
274,01-01-2006 14:46,25-12-25,86,AMD_01,492,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,7145","2,7452","2,2017",0,"59,5091","0,0531","0,2098",0,0,0,0,0,"0,5239","0,0066","0,1778","0,0126","0,0289",0,"0,0051","0,0034","0,0028","0,0020",0,"0,0032",0,0,0,0,0,0,"0,0232",0,0,0,0,"0,4012",0,0,0,0,0,0,0,0,0,0,"0,0098","0,0067",0,0,Passed,0,"0,0903","11,3619",0,0,0
275,01-01-2006 14:50,25-12-25,87,AMD_01,493,GeoChem,DualSoil,"61,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,6297","2,4847","2,3769",0,"58,5433",0,"1,6781",0,0,"0,0092",0,0,"0,0905","0,0043","0,0620","0,0084","0,0011","0,0023",0,"0,0105","0,0021","0,0091","0,0014",0,0,0,0,0,0,0,"0,0588",0,0,0,0,"0,4255",0,0,0,0,0,0,0,0,0,0,"0,0054",0,0,0,Passed,"0,1545","0,1032","2,0551",0,0,0
276,01-01-2006 14:55,25-12-25,88,AMD_01,494,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,4233","16,4710","1,2593",0,"33,8421","0,4270","0,8173",0,0,0,0,0,"0,2343",0,"3,5480","0,0670","0,2017",0,"0,0063","0,0088",0,"0,0032",0,"0,0058",0,0,0,0,0,0,0,"0,0987",0,"0,0391",0,"0,1067",0,0,0,0,0,0,0,0,0,0,"0,0290","0,0336",0,0,Passed,"0,0903","0,7208","11,2530",0,0,0
277,01-01-2006 14:59,25-12-25,89,AMD_01,495,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,4091","10,7598","1,7082",0,"48,2601","0,0612",0,0,0,"0,0053",0,0,"0,1976","0,0097","5,1529","0,1268","0,4432",0,"0,0028","0,0103",0,"0,0050",0,"0,0096",0,0,0,"0,0089",0,0,0,"0,1858",0,0,0,"0,2608","0,0288",0,0,0,0,0,0,0,"0,0055",0,"0,1185","0,2813",0,0,Passed,"0,0280","0,2956","5,6710",0,0,0
278,01-01-2006 15:03,25-12-25,90,AMD_01,496,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,5710","1,3931","2,3774",0,"65,2969",0,"0,1873",0,0,0,0,0,"0,2367","0,0091","0,7768","0,5543","0,2916",0,"0,0050","0,0735",0,"0,0127",0,"0,0025",0,0,0,"0,0156","0,0077",0,0,"0,0525",0,"2,6567",0,0,0,"0,0138",0,0,0,0,0,0,0,0,"3,3166",0,0,0,Passed,"0,2283","0,9300","5,2827",0,0,0
279,01-01-2006 15:18,25-12-25,91,AMD_01,497,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,4417","5,1708","1,3633","1,3556","32,5217",0,"10,3267",0,0,0,0,0,"0,2661","0,0087","4,4553","5,2891","0,0130",0,0,"0,0034","0,0045","0,0023",0,"0,0023",0,0,0,"0,0048","0,0053",0,0,0,0,0,0,"0,1358",0,0,0,0,0,0,0,0,0,0,"0,1178","0,0765",0,"0,0135",Passed,"0,0470","0,3353","14,1716",0,0,0
280,01-01-2006 15:20,25-12-25,92,AMD_01,498,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,3225","15,6199","1,1493",0,"31,5690","0,4042",0,0,0,0,0,0,"0,2234","0,0107","9,6695","0,0522","0,1559",0,"0,0055","0,0108",0,"0,0038",0,"0,0037",0,0,0,0,0,0,0,"0,1054",0,"0,4115",0,0,0,0,0,0,0,0,0,0,0,0,"0,0163","0,1004","0,0059",0,Passed,"0,1154","0,5653","10,9046",0,0,0
281,01-01-2006 15:24,25-12-25,93,AMD_01,499,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,7816","10,7537","5,7185",0,"35,9170","0,0126","11,5480",0,"0,0154",0,0,0,"0,1075","0,0155","0,0436","0,0170","0,0079",0,0,"0,0147","0,0366","0,0024",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,2724",0,0,0,0,0,0,0,0,0,0,"0,0099","0,0035",0,0,Passed,"0,0872","0,1018","5,7943",0,0,0
282,01-01-2006 15:27,25-12-25,94,AMD_01,500,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,3552","9,8149","1,2324",0,"32,6656","0,0370","1,9446",0,0,0,0,0,"0,3062","0,0178","10,3373","0,1113","0,0063",0,"0,0016",0,"0,0037","0,0036",0,"0,0038",0,0,0,"0,0081",0,0,0,0,0,0,0,"0,1387",0,0,0,0,0,0,0,0,0,0,"0,4251","0,0679",0,0,Passed,"0,0862","1,2293","13,1406",0,0,0
283,01-01-2006 15:31,25-12-25,95,AMD_01,501,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,2795","5,6833","1,3473",0,"41,0370","0,3514","0,8484",0,0,0,0,0,"0,3645","0,0214","1,5862","3,9382","0,2644",0,"0,0088","0,0486",0,"0,0226",0,0,0,0,0,"0,0207","0,0159",0,0,"0,1133",0,"5,1296",0,0,0,"0,0807",0,0,0,0,0,0,0,"0,0138","13,8274",0,0,0,Passed,"0,8660","0,0123","8,4535",0,0,0
284,01-01-2006 15:34,25-12-25,96,AMD_01,502,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,0074","1,1298","1,9172",0,"55,7454","0,0612",0,0,0,0,0,0,"0,9532","0,0160","0,0247","0,2724","0,1234","0,0053","0,0109",0,0,"0,0206",0,"0,0048",0,0,0,0,0,0,0,"0,0250",0,"0,1811",0,"0,2142",0,"0,0151",0,0,0,0,0,0,0,"0,0073","3,1628",0,0,0,Passed,"0,2082","0,0347","20,6164",0,0,0
285,01-01-2006 15:42,25-12-25,97,AMD_01,503,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,1249","2,7224","1,6941",0,"46,8235","0,3093",0,0,"0,0167",0,0,0,"0,8369","0,0146","0,7332","0,0125","0,1160","0,0020","0,0078",0,"0,0030","0,0088",0,"0,0076",0,0,0,0,0,0,"0,0333","0,1013",0,"0,0425",0,"0,1993",0,0,0,0,0,0,0,0,0,0,"0,0200","0,0093",0,0,Passed,"0,1654","0,0744","20,1091",0,0,0
286,01-01-2006 15:46,25-12-25,98,AMD_01,504,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,9949","12,0965","1,3285",0,"35,7406","0,0178",0,0,0,0,0,0,"0,4709",0,"5,3496","5,3509","0,2079",0,"0,0033","0,0062",0,"0,0077",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1475",0,"0,0344",0,0,0,0,0,0,0,0,"5,4298",0,0,0,Passed,"0,0116","0,0349","13,2313",0,0,0
287,01-01-2006 15:49,25-12-25,99,AMD_01,505,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,7276","6,5989","1,1351","5,3274","34,1344","0,0946","0,2736",0,0,0,0,0,"0,3624",0,"0,4718","0,4123","0,4058","0,0155","0,0024","0,0144",0,"0,0076",0,0,0,0,0,0,0,0,"0,0231","0,0161",0,0,0,"0,1496",0,"0,0219",0,0,0,0,0,0,0,"0,0123","4,1353",0,0,0,Passed,"0,0091","0,0269","16,8087",0,0,0
288,01-01-2006 15:53,25-12-25,100,AMD_01,506,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,9923","21,8926","1,3886",0,"34,5225","0,2757","4,2881",0,0,"0,0086",0,0,"0,0434","0,0046","0,0075","0,0048","0,0156",0,"0,0031","0,0047","0,0010","0,0021",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1714",0,0,0,0,0,0,0,0,0,0,"0,0064",0,0,0,Passed,"0,1193","0,1534","2,7460",0,0,0
289,01-01-2006 15:56,25-12-25,101,AMD_01,507,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,5095","10,3245","1,2884",0,"34,8941","0,0690",0,0,0,0,0,0,"0,5314",0,"0,9228","1,8626","0,1911",0,"0,0035","0,0038",0,"0,0052",0,0,0,0,0,0,0,0,"0,0180",0,0,0,0,"0,1460",0,"0,0158",0,0,0,0,0,0,0,"0,0050","2,7306",0,0,0,Passed,"0,0324","0,0499","16,6160",0,0,0
290,01-01-2006 15:59,25-12-25,102,AMD_01,508,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,4157","6,0988","1,6988","0,9382","45,9252","0,6992",0,0,0,"0,0089",0,0,"0,3014","0,0058","0,0260","0,0110","0,4434",0,"0,0094","0,0142","0,0025","0,0093",0,0,0,0,0,0,0,0,"0,0319","0,0267",0,0,0,"0,2672",0,0,0,0,0,0,0,0,0,0,"0,0059",0,0,0,Passed,"0,1787","0,0978","9,4681",0,0,0
291,01-01-2006 16:02,25-12-25,103,AMD_01,509,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,5212","4,9438","1,6201","0,2921","46,1383","0,1417","0,9055",0,0,0,0,0,"0,3479","0,0127","2,8283","0,0404","0,2115",0,"0,0048","0,2216",0,"0,0237",0,"0,0041",0,0,0,0,0,0,"0,0471","0,1083",0,"7,3652",0,0,0,0,0,0,0,0,0,0,0,0,"0,0202","0,1391",0,0,Passed,"1,2502","0,4324","9,1027",0,0,0
292,01-01-2006 16:04,25-12-25,104,AMD_01,510,GeoChem,DualSoil,"62,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,9933","6,9304","1,3014",0,"38,4973","0,0615",0,0,0,0,0,0,"0,6140",0,"1,4914","1,1456","0,1294","0,0129",0,"0,0092",0,"0,0145",0,0,0,0,0,0,0,0,"0,0371",0,0,0,0,"0,1304",0,"0,0923",0,0,0,0,0,0,0,"0,0228","13,2333",0,0,0,Passed,"0,0284","0,0237","15,6043",0,0,0
293,01-01-2006 16:07,25-12-25,105,AMD_01,511,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,9419","1,7721","1,6597",0,"47,7200","0,0881",0,0,"0,0352",0,0,0,"1,1238","0,0138","0,6628","0,0090",0,0,"0,0076",0,0,"0,0033",0,"0,0090",0,0,0,0,0,0,0,0,0,"0,0439",0,"0,2251",0,0,0,0,0,0,0,0,0,0,"0,0326","0,0177",0,0,Passed,"0,0607","0,0588","26,4689",0,0,0
294,01-01-2006 16:10,25-12-25,106,AMD_01,512,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,8681","26,9832","1,2545",0,"31,1063","0,3053","3,7996",0,"0,0115","0,0099",0,0,"0,0438",0,"0,0092","0,0068","0,1277",0,"0,0029","0,0019",0,"0,0052",0,"0,0012",0,0,0,0,0,0,0,0,0,0,0,"0,1351",0,0,0,0,0,0,0,0,0,0,"0,0216",0,0,0,Passed,"0,0709","0,0303","3,1942",0,0,0
